 0.0019964, 88
0.0039891, 142.44
0.0046275, 142.44
0.0056387, 141.08
0.0066055, 143.85
0.0076027, 139.98
0.0125894, 142.78
0.0125894, 142.44
0.0135865, 141.35
0.0185731, 143.85
0.0195703, 143.85
0.020568, 143.85
0.0215652, 143.85
0.0269972, 139.98
0.0279948, 142.78
0.0319834, 143.85
0.0329811, 144.88
0.0339778, 142.44
0.0339778, 142.44
0.0349846, 141.08
0.0389683, 143.85
0.0399661, 139.98
0.0399661, 142.78
0.0409627, 142.44
0.0409627, 141.35
3.6760535, 180.01
3.6880581, 0.00
3.6999892, 0.00
3.7131254, 0.00
3.7251775, -90.01
3.7370991, 90.01
3.7500273, 135.01
3.7620486, 90.01
3.7740203, 0.00
3.7819994, 0.00
3.7946074, 0.00
3.8066068, 0.00
3.8195005, 45.00
3.831076, 90.01
3.8440024, 0.00
3.8561339, 45.00
3.8680671, 135.01
3.8800352, 0.00
3.8925352, 90.01
3.9052006, 45.00
3.9174231, 45.00
3.9260453, 135.01
3.9380315, 0.00
3.9501162, 90.01
3.962087, 90.01
3.9750754, 0.00
3.9872168, -90.01
3.9992517, 90.01
4.0120958, 180.01
4.02411, 63.44
4.036594, 45.00
4.0482818, 180.01
4.0603057, 90.01
4.0691442, 0.00
4.0812634, 90.01
4.0930637, 0.00
4.1060733, 90.01
4.1181212, 90.01
4.1301247, 90.01
4.1423626, 0.00
4.1550499, 0.00
4.1671863, 0.00
4.1790467, 90.01
4.1916862, 0.00
4.2001638, 0.00
4.2123369, 90.01
4.224672, 0.00
4.2366821, 45.00
4.2491567, 45.00
4.2611951, 180.01
4.274026, 0.00
4.2860444, 90.01
4.2980105, 90.01
4.3109446, -90.01
4.3229131, -90.01
4.3308914, 0.00
4.3428598, 0.00
4.3558543, 0.00
4.3677442, 180.01
4.3810162, 0.00
4.3928979, 90.01
4.404471, -45.00
4.4174372, 0.00
4.4295761, 0.00
4.4418879, 0.00
4.4545928, 63.44
4.4625063, 90.01
4.4751015, 45.00
4.487128, 180.01
4.4985539, 180.01
4.5111054, 180.01
4.5231022, 63.44
4.53612, 0.00
4.5481408, 90.01
4.5602532, 63.44
4.5722183, 0.00
4.584981, 90.01
4.5979701, 90.01
4.6089992, 135.01
4.6179753, 180.01
4.6299416, 90.01
4.6419112, 90.01
4.6546372, 0.00
4.6668804, -135.01
4.6788757, 180.01
4.6913969, -90.01
4.7036522, 180.01
4.7158514, 90.01
4.7278833, 45.00
4.7408488, 153.45
4.75297, -135.01
4.7650291, 90.01
4.7769662, -90.01
4.7859435, 90.01
4.7979731, 0.00
4.8100147, 90.01
4.8228974, 180.01
4.8347432, 0.00
4.8469344, 180.01
4.8598602, 45.00
4.8718579, 90.01
4.8838303, 45.00
4.8967601, 0.00
4.9088717, 90.01
4.9209067, 63.44
4.932971, 180.01
4.940991, 135.01
4.9539777, 90.01
4.9660657, 90.01
4.9780317, 0.00
4.9903842, 0.00
5.0032194, 45.00
5.0154117, 90.01
5.0274152, 90.01
5.0397762, 0.00
5.0517583, 0.00
5.0603736, 0.00
5.0723383, 0.00
5.0850736, 90.01
5.0971211, 90.01
5.1096117, 90.01
5.1213312, 0.00
5.1339635, 63.44
5.1463205, 0.00
5.1583235, 0.00
5.1710972, 0.00
5.1830689, 90.01
5.1910942, 45.00
5.2032926, -90.01
5.2158451, 45.00
5.2280312, 90.01
5.2400571, -45.00
5.252009, 90.01
5.2648234, 0.00
5.2769615, -90.01
5.2898884, 45.00
5.3018389, 45.00
5.3137792, 90.01
5.3257354, 90.01
5.3385641, 71.57
5.3464408, 90.01
5.3590291, 90.01
5.3709529, 0.00
5.3838798, 0.00
5.3961849, 0.00
5.4079474, 45.00
5.420939, 90.01
5.4330708, 0.00
5.446035, 0.00
5.4570714, 90.01
5.466051, 0.00
5.4781261, 90.01
5.4900054, 180.01
5.501973, 0.00
5.5151256, 180.01
5.5270891, 90.01
5.5391679, 90.01
5.5513509, -90.01
5.5639616, 135.01
5.5759372, 0.00
5.5887336, 180.01
5.600778, 45.00
5.6137446, 0.00
5.621479, 0.00
5.6338736, 45.00
5.6463603, -135.01
5.6585254, 0.00
5.6705518, -90.01
5.6827176, 90.01
5.6945848, 0.00
5.7068057, 90.01
5.7197731, -45.00
5.7317833, 0.00
5.7435975, 45.00
5.7518246, 0.00
5.764783, 0.00
5.7767907, 0.00
5.7889317, 0.00
5.8014277, 0.00
5.81401, 63.44
5.826062, 45.00
